application_id,net_monthly_income,monthly_debt_payment,monthly_expenses,property_value,requested_amount,requested_term_months,active_loan_count,has_late_payments,employment_tenure_months,average_monthly_balance,estimated_monthly_payment,debt_to_income_ratio,loan_to_value_ratio,payment_to_income_ratio,expense_to_income_ratio,total_obligations_to_income_ratio,employment_stability_score,banking_capacity_score,credit_history_score,default_flag,recommended_amount
APP-000374,10273.17,3042.4,2366.16,653532.5,544938.41,180,1,0,68,10526.98,3027.44,0.2962,0.8338,0.2947,0.2303,0.8212,100,75,92,0,92000.0
APP-000375,15948.49,3020.13,10028.18,416152.03,180464.31,300,0,0,46,5753.67,601.55,0.1894,0.4336,0.0377,0.6288,0.8559,80,55,100,1,180000.0
APP-000376,7843.48,1986.95,2845.07,620262.63,324528.23,240,1,0,139,15416.45,1352.2,0.2533,0.5232,0.1724,0.3627,0.7885,100,75,92,0,167000.0
APP-000377,2500.0,278.75,747.99,143544.02,100882.03,120,1,0,77,1740.0,840.68,0.1115,0.7028,0.3363,0.2992,0.747,100,55,92,0,66000.0
APP-000378,13633.61,4649.26,5356.75,964814.85,635410.44,180,0,0,58,18136.07,3530.06,0.341,0.6586,0.2589,0.3929,0.9928,80,75,100,0,22000.0
APP-000379,7035.36,377.28,3890.42,481495.35,263777.75,180,0,0,39,7855.35,1465.43,0.0536,0.5478,0.2083,0.553,0.8149,80,75,100,0,264000.0
APP-000380,8845.22,4726.7,4479.88,575587.74,559942.74,300,1,0,109,14155.25,1866.48,0.5344,0.9728,0.211,0.5065,1.2519,100,75,92,1,0.0
APP-000381,12690.56,6768.04,4811.48,1068876.95,813020.07,180,1,0,41,30937.87,4516.78,0.5333,0.7606,0.3559,0.3791,1.2684,80,75,92,1,0.0
APP-000382,3372.77,1512.95,1868.6,143033.87,111813.31,120,3,1,28,4470.92,931.78,0.4486,0.7817,0.2763,0.554,1.2789,80,75,41,1,0.0
APP-000383,4494.73,1791.45,1988.37,272801.93,171875.6,240,0,0,47,8572.6,716.15,0.3986,0.63,0.1593,0.4424,1.0003,80,75,100,0,0.0
APP-000384,3375.91,702.74,1108.39,277880.26,226165.53,120,2,1,53,4322.46,1884.71,0.2082,0.8139,0.5583,0.3283,1.0948,80,75,49,0,28000.0
APP-000385,5958.76,2284.09,1827.64,351248.12,235527.23,180,2,0,81,4138.91,1308.48,0.3833,0.6705,0.2196,0.3067,0.9096,100,55,84,1,0.0
APP-000386,9906.84,2046.11,4811.13,406591.25,277769.07,300,1,0,28,10130.71,925.9,0.2065,0.6832,0.0935,0.4856,0.7856,80,75,92,0,256000.0
APP-000387,10177.4,25.52,4140.14,834892.88,667438.63,240,0,0,32,9106.86,2780.99,0.0025,0.7994,0.2733,0.4068,0.6826,80,55,100,0,667000.0
APP-000388,9384.08,4039.36,1876.06,846591.14,430263.28,120,3,0,33,15590.2,3585.53,0.4304,0.5082,0.3821,0.1999,1.0125,80,75,76,0,0.0
APP-000389,3979.15,1504.26,2210.6,275317.67,255388.43,240,2,0,45,4957.97,1064.12,0.378,0.9276,0.2674,0.5555,1.201,80,75,84,1,0.0
APP-000390,2500.0,539.03,857.89,120000.0,89245.27,180,0,0,24,1087.9,495.81,0.2156,0.7437,0.1983,0.3432,0.7571,60,55,100,0,60000.0
APP-000391,8673.93,420.46,5852.64,717398.8,635990.36,120,2,0,98,8242.26,5299.92,0.0485,0.8865,0.611,0.6747,1.3342,100,55,84,1,264000.0
APP-000392,6990.32,964.19,1366.76,280465.61,162724.87,240,1,0,15,139.81,678.02,0.1379,0.5802,0.097,0.1955,0.4304,60,30,92,0,150000.0
APP-000393,9970.03,0.0,3899.15,753319.72,451983.2,240,2,0,111,9809.09,1883.26,0.0,0.6,0.1889,0.3911,0.58,100,55,84,0,380000.0
APP-000394,10746.25,3786.03,3309.88,580573.24,330318.87,240,2,1,76,12370.82,1376.33,0.3523,0.569,0.1281,0.308,0.7884,100,75,49,0,0.0
APP-000395,8942.37,0.0,2360.18,439275.21,330571.59,300,1,0,27,24838.36,1101.91,0.0,0.7525,0.1232,0.2639,0.3872,80,75,92,0,304000.0
APP-000396,10932.43,2844.14,3740.13,678309.14,494201.0,180,0,0,43,25839.96,2745.56,0.2602,0.7286,0.2511,0.3421,0.8534,80,75,100,1,177000.0
APP-000397,9233.48,940.73,6493.82,615878.82,406249.97,300,0,1,30,2025.2,1354.17,0.1019,0.6596,0.1467,0.7033,0.9518,80,30,65,1,264000.0
APP-000398,10196.21,206.59,4516.3,595501.84,350256.92,240,1,0,77,13577.19,1459.4,0.0203,0.5882,0.1431,0.4429,0.6063,100,75,92,0,322000.0
APP-000399,6245.05,1582.31,1831.84,503329.81,279520.43,180,0,0,104,8414.45,1552.89,0.2534,0.5553,0.2487,0.2933,0.7954,100,75,100,0,109000.0
APP-000400,7925.24,1373.19,1009.83,491133.29,350520.4,240,0,0,210,7470.39,1460.5,0.1733,0.7137,0.1843,0.1274,0.485,100,55,100,0,336000.0
APP-000401,9129.68,3079.87,1319.99,800156.83,527682.4,120,1,1,66,9129.5,4397.35,0.3373,0.6595,0.4817,0.1446,0.9636,100,55,57,1,8000.0
APP-000402,11125.69,473.23,3717.83,835106.8,526844.74,240,1,0,16,9250.4,2195.19,0.0425,0.6309,0.1973,0.3342,0.574,60,55,92,0,485000.0
APP-000403,7240.03,825.19,2306.74,415895.97,383090.77,240,1,0,25,20528.65,1596.21,0.114,0.9211,0.2205,0.3186,0.6531,80,75,92,1,306000.0
APP-000404,10167.74,0.0,3905.95,553257.81,392424.47,180,1,0,64,7884.41,2180.14,0.0,0.7093,0.2144,0.3842,0.5986,100,55,92,0,361000.0
APP-000405,7649.32,0.0,917.92,308612.16,273154.34,300,1,0,44,11143.86,910.51,0.0,0.8851,0.119,0.12,0.239,80,75,92,0,227000.0
APP-000406,8123.87,3832.41,3292.85,611184.34,397683.73,180,0,0,76,162.48,2209.35,0.4717,0.6507,0.272,0.4053,1.149,100,30,100,1,0.0
APP-000407,11154.46,5707.78,6519.08,709618.07,533505.71,240,0,1,59,21095.45,2222.94,0.5117,0.7518,0.1993,0.5844,1.2954,80,75,65,1,0.0
APP-000408,2500.0,582.45,1699.14,120000.0,85534.57,120,0,0,27,5539.57,712.79,0.233,0.7128,0.2851,0.6797,1.1978,80,75,100,1,35000.0
APP-000409,4351.29,455.42,522.15,262631.3,131134.2,180,3,0,40,884.06,728.52,0.1047,0.4993,0.1674,0.12,0.3921,80,30,76,0,100000.0
APP-000410,3757.01,669.56,1096.21,202057.03,182999.82,180,1,0,78,2589.71,1016.67,0.1782,0.9057,0.2706,0.2918,0.7406,100,55,92,1,107000.0
APP-000411,2500.0,855.75,708.31,245905.49,172731.4,300,1,0,61,3890.88,575.77,0.3423,0.7024,0.2303,0.2833,0.8559,100,75,92,0,5000.0
APP-000412,6329.55,936.68,2805.99,249067.85,203496.99,120,2,0,76,7389.85,1695.81,0.148,0.817,0.2679,0.4433,0.8592,100,75,84,1,129000.0
APP-000413,10898.19,2760.17,2450.31,480127.17,298752.53,300,2,0,20,17107.24,995.84,0.2533,0.6222,0.0914,0.2248,0.5695,60,75,84,0,251000.0
APP-000414,7588.37,1655.89,5229.62,682797.47,476981.99,180,0,0,28,6764.9,2649.9,0.2182,0.6986,0.3492,0.6892,1.2566,80,55,100,1,180000.0
APP-000415,9132.93,1281.95,3899.43,862346.95,523711.23,240,2,0,94,25818.23,2182.13,0.1404,0.6073,0.2389,0.427,0.8063,100,75,84,0,386000.0
APP-000416,11985.5,1753.87,4797.75,678262.9,597332.44,180,1,0,20,6558.87,3318.51,0.1463,0.8807,0.2769,0.4003,0.8235,60,55,92,1,404000.0
APP-000417,12748.6,3328.21,8603.19,747353.98,568350.15,120,1,0,73,45543.3,4736.25,0.2611,0.7605,0.3715,0.6748,1.3074,100,100,92,1,125000.0
APP-000418,8278.76,689.09,3455.82,671343.06,515401.45,300,0,0,19,18774.0,1718.0,0.0832,0.7677,0.2075,0.4174,0.7082,60,75,100,0,515000.0
APP-000419,12831.47,3634.41,6211.06,360721.03,323409.47,240,0,0,52,24365.74,1347.54,0.2832,0.8966,0.105,0.484,0.8723,80,75,100,1,206000.0
APP-000420,8794.81,1354.21,2637.32,320997.32,279371.79,240,2,1,36,1878.31,1164.05,0.154,0.8703,0.1324,0.2999,0.5862,80,30,49,1,126000.0
APP-000421,5820.33,1384.26,1168.25,378011.52,309778.37,240,0,0,27,11458.56,1290.74,0.2378,0.8195,0.2218,0.2007,0.6603,80,75,100,0,157000.0
APP-000422,6597.92,2729.92,2126.79,645923.26,345682.27,240,2,0,55,11173.87,1440.34,0.4138,0.5352,0.2183,0.3223,0.9544,80,75,84,1,0.0
APP-000423,3762.28,739.11,2896.64,233851.7,147224.08,240,1,0,92,75.25,613.43,0.1965,0.6296,0.163,0.7699,1.1294,100,30,92,1,128000.0
APP-000424,5657.97,1973.35,2949.41,406337.77,239533.9,300,1,0,31,113.16,798.45,0.3488,0.5895,0.1411,0.5213,1.0112,80,30,92,1,2000.0
APP-000425,7354.35,0.0,3411.87,664893.29,541608.36,240,2,0,10,10824.61,2256.7,0.0,0.8146,0.3069,0.4639,0.7708,35,75,84,0,447000.0
APP-000426,11071.47,1706.66,2920.44,1194876.72,886819.28,240,3,0,45,11403.95,3695.08,0.1541,0.7422,0.3337,0.2638,0.7517,80,75,76,1,396000.0
APP-000427,14006.46,3135.72,7924.86,835019.52,450270.4,240,2,0,27,9596.8,1876.13,0.2239,0.5392,0.1339,0.5658,0.9236,80,55,84,0,356000.0
APP-000428,4077.02,1994.75,826.69,284155.75,197619.89,240,0,0,79,8647.58,823.42,0.4893,0.6955,0.202,0.2028,0.894,100,75,100,0,0.0
APP-000429,9757.05,0.0,1651.58,1002995.19,527340.17,240,0,0,36,3459.84,2197.25,0.0,0.5258,0.2252,0.1693,0.3945,80,55,100,0,527000.0
APP-000430,5170.26,1067.82,1709.17,220255.19,157061.69,240,1,0,32,3827.46,654.42,0.2065,0.7131,0.1266,0.3306,0.6637,80,55,92,0,144000.0
APP-000431,10019.03,4247.43,7341.13,886648.74,447581.68,240,0,0,39,5687.54,1864.92,0.4239,0.5048,0.1861,0.7327,1.3428,80,55,100,0,0.0
APP-000432,8080.52,889.64,5847.58,417523.2,329320.41,240,1,0,92,13002.79,1372.17,0.1101,0.7887,0.1698,0.7237,1.0036,100,75,92,0,303000.0
APP-000433,2641.1,502.34,918.58,189748.61,145942.33,300,1,0,63,52.82,486.47,0.1902,0.7691,0.1842,0.3478,0.7222,100,30,92,1,116000.0
APP-000434,11470.55,3056.25,3580.28,752844.99,728779.03,300,0,0,24,8053.42,2429.26,0.2664,0.968,0.2118,0.3121,0.7904,80,55,100,1,288000.0
APP-000435,6564.0,1613.64,1034.11,346288.89,287497.19,240,1,0,20,131.28,1197.9,0.2458,0.8302,0.1825,0.1575,0.5859,60,30,92,1,151000.0
APP-000436,6791.52,2982.89,2937.23,355224.74,236231.97,240,2,1,110,5897.84,984.3,0.4392,0.665,0.1449,0.4325,1.0166,100,55,49,1,0.0
APP-000437,5076.79,1435.65,2263.85,380634.83,314537.25,240,0,0,31,9142.0,1310.57,0.2828,0.8263,0.2581,0.4459,0.9869,80,75,100,0,82000.0
APP-000438,6406.29,2600.24,3499.94,563239.45,303193.88,180,1,0,93,11639.0,1684.41,0.4059,0.5383,0.2629,0.5463,1.2151,100,75,92,0,0.0
APP-000439,9869.25,1673.81,5583.16,667800.28,397260.07,240,0,0,44,4886.87,1655.25,0.1696,0.5949,0.1677,0.5657,0.903,80,55,100,1,397000.0
APP-000440,7894.42,918.33,3066.29,562572.31,429416.25,180,3,1,29,12867.82,2385.65,0.1163,0.7633,0.3022,0.3884,0.8069,80,75,41,1,136000.0
APP-000441,9551.72,1799.53,4861.49,766822.78,336963.05,120,0,0,30,9392.71,2808.03,0.1884,0.4394,0.294,0.509,0.9913,80,55,100,1,185000.0
APP-000442,9658.15,557.52,2973.72,507157.78,362703.57,300,1,0,45,22937.88,1209.01,0.0577,0.7152,0.1252,0.3079,0.4908,80,75,92,0,334000.0
APP-000443,12726.12,3661.2,6438.48,1060269.66,622766.11,300,0,0,9,13146.5,2075.89,0.2877,0.5874,0.1631,0.5059,0.9567,35,75,100,1,238000.0
APP-000444,7403.08,1228.74,2508.48,627397.89,459989.26,240,0,0,29,148.06,1916.62,0.166,0.7332,0.2589,0.3388,0.7637,80,30,100,1,327000.0
APP-000445,3774.05,475.34,1862.55,441055.97,255765.83,180,0,0,132,7379.08,1420.92,0.1259,0.5799,0.3765,0.4935,0.996,100,75,100,0,152000.0
APP-000446,11915.11,3453.14,5725.93,753394.0,583995.06,240,1,0,155,8779.18,2433.31,0.2898,0.7752,0.2042,0.4806,0.9746,100,55,92,0,158000.0
APP-000447,7439.24,445.46,3206.38,459406.62,331927.05,240,1,0,31,6719.27,1383.03,0.0599,0.7225,0.1859,0.431,0.6768,80,55,92,0,305000.0
APP-000448,12066.7,3956.31,6602.01,1011688.5,912591.15,240,1,0,71,17524.84,3802.46,0.3279,0.902,0.3151,0.5471,1.1901,100,75,92,0,59000.0
APP-000449,9726.81,1488.52,1641.26,824287.3,594208.51,300,3,0,62,194.54,1980.7,0.153,0.7209,0.2036,0.1687,0.5254,100,30,76,0,437000.0
APP-000450,8080.36,3088.91,2016.97,487798.65,302472.45,180,2,0,22,9835.32,1680.4,0.3823,0.6201,0.208,0.2496,0.8398,60,75,84,1,0.0
APP-000451,9616.08,1586.81,3623.25,603342.58,415042.28,180,1,0,72,15684.29,2305.79,0.165,0.6879,0.2398,0.3768,0.7816,100,75,92,0,295000.0
APP-000452,14743.24,4547.81,2787.62,1175631.21,641012.06,180,1,0,38,21785.46,3561.18,0.3085,0.5452,0.2415,0.1891,0.7391,80,75,92,0,101000.0
APP-000453,15146.34,3712.95,5375.46,834615.97,644989.42,120,2,0,51,9253.83,5374.91,0.2451,0.7728,0.3549,0.3549,0.9549,80,55,84,1,160000.0
APP-000454,8722.02,2827.21,3140.44,546089.04,435058.5,180,2,0,80,17816.81,2416.99,0.3241,0.7967,0.2771,0.3601,0.9613,100,75,84,0,34000.0
APP-000455,9012.61,2121.5,5673.88,645417.06,632508.72,120,1,1,40,2273.46,5270.91,0.2354,0.98,0.5848,0.6295,1.4498,80,30,57,1,71000.0
APP-000456,11943.97,0.0,5288.85,1050196.08,671244.71,120,1,0,40,7011.47,5593.71,0.0,0.6392,0.4683,0.4428,0.9111,80,55,92,0,462000.0
APP-000457,5793.88,2092.93,3387.73,342518.38,234689.04,180,3,0,67,5953.79,1303.83,0.3612,0.6852,0.225,0.5847,1.171,100,75,76,1,0.0
APP-000458,9565.83,1987.06,4479.37,352377.06,227336.55,180,2,0,95,13544.46,1262.98,0.2077,0.6452,0.132,0.4683,0.808,100,75,84,0,191000.0
APP-000459,8417.24,2782.17,2813.83,298822.46,223392.14,240,0,0,65,7221.24,930.8,0.3305,0.7476,0.1106,0.3343,0.7754,100,55,100,0,39000.0
APP-000460,9504.51,3009.45,4195.24,449853.65,346216.26,120,1,1,41,21439.58,2885.14,0.3166,0.7696,0.3036,0.4414,1.0616,80,75,57,1,22000.0
APP-000461,5833.22,651.8,3130.74,270445.46,192844.18,300,2,0,89,8258.43,642.81,0.1117,0.7131,0.1102,0.5367,0.7586,100,75,84,0,162000.0
APP-000462,3413.38,313.79,2085.39,229437.46,197596.67,180,2,1,60,4157.82,1097.76,0.0919,0.8612,0.3216,0.6109,1.0245,100,75,49,1,78000.0
APP-000463,2500.0,779.37,997.08,121500.39,77735.06,120,3,0,107,3460.31,647.79,0.3117,0.6398,0.2591,0.3988,0.9697,100,75,76,1,9000.0
APP-000464,4924.37,874.3,770.16,282414.69,239544.88,120,0,0,123,8911.22,1996.21,0.1775,0.8482,0.4054,0.1564,0.7393,100,75,100,0,102000.0
APP-000465,7032.24,2469.02,1020.74,394272.71,311477.3,240,1,0,64,9610.94,1297.82,0.3511,0.79,0.1846,0.1452,0.6808,100,75,92,0,0.0
APP-000466,7561.79,1474.94,2781.03,469366.61,337209.92,180,0,0,102,151.24,1873.39,0.1951,0.7184,0.2477,0.3678,0.8106,100,30,100,0,211000.0
APP-000467,14699.14,5339.86,1763.9,1378853.95,936322.13,240,0,1,104,31317.37,3901.34,0.3633,0.6791,0.2654,0.12,0.7487,100,75,65,1,0.0
APP-000468,12039.18,3362.09,8514.31,986190.01,966466.21,120,2,0,47,15141.77,8053.89,0.2793,0.98,0.669,0.7072,1.6555,80,75,84,1,86000.0
APP-000469,5421.31,1411.26,2794.74,381065.56,233893.8,300,0,1,104,9576.02,779.65,0.2603,0.6138,0.1438,0.5155,0.9196,100,75,65,1,95000.0
APP-000470,9612.67,1611.45,3059.65,593116.23,450015.86,120,2,0,52,7542.59,3750.13,0.1676,0.7587,0.3901,0.3183,0.8761,80,55,84,1,177000.0
APP-000471,7197.35,1817.62,1745.04,447688.19,278673.15,240,1,0,76,143.95,1161.14,0.2525,0.6225,0.1613,0.2425,0.6563,100,30,92,0,155000.0
APP-000472,7590.04,2937.34,4436.37,576079.43,548502.91,300,1,1,49,151.8,1828.34,0.387,0.9521,0.2409,0.5845,1.2124,80,30,57,1,0.0
APP-000473,9093.04,1931.45,2198.86,732126.68,611536.21,180,1,0,17,2728.54,3397.42,0.2124,0.8353,0.3736,0.2418,0.8279,60,55,92,1,207000.0
APP-000474,10481.35,3085.34,2694.58,562459.35,355369.98,180,1,0,143,16933.3,1974.28,0.2944,0.6318,0.1884,0.2571,0.7398,100,75,92,0,97000.0
APP-000475,7414.37,1679.28,2205.4,523874.77,412099.46,240,2,0,74,17187.27,1717.08,0.2265,0.7866,0.2316,0.2974,0.7555,100,75,84,0,185000.0
APP-000476,11904.32,2826.62,5217.12,397971.67,299871.83,180,2,0,78,16925.26,1665.95,0.2374,0.7535,0.1399,0.4383,0.8156,100,75,84,0,203000.0
APP-000477,4845.8,2235.26,2516.56,357672.44,233502.44,120,0,0,55,983.67,1945.85,0.4613,0.6528,0.4016,0.5193,1.3822,80,30,100,1,0.0
APP-000478,8520.28,3307.93,5204.42,713307.07,583885.59,240,1,0,104,3785.46,2432.86,0.3882,0.8186,0.2855,0.6108,1.2846,100,55,92,1,0.0
APP-000479,16812.56,3885.66,9872.26,1092122.86,841600.47,120,2,0,46,39924.86,7013.34,0.2311,0.7706,0.4171,0.5872,1.2355,80,75,84,0,201000.0
APP-000480,9213.86,2303.68,3870.96,946239.76,707825.98,300,2,0,48,184.28,2359.42,0.25,0.748,0.2561,0.4201,0.9262,80,30,84,1,232000.0
APP-000481,13086.29,1593.1,7633.02,708461.55,506231.51,240,2,0,24,39803.19,2109.3,0.1217,0.7146,0.1612,0.5833,0.8662,80,100,84,1,425000.0
APP-000482,8792.86,1721.5,2749.0,649915.15,504358.26,240,4,1,59,24957.96,2101.49,0.1958,0.776,0.239,0.3126,0.7474,80,75,33,1,114000.0
APP-000483,10358.49,2727.55,1332.74,718414.45,538681.8,180,1,0,101,31813.5,2992.68,0.2633,0.7498,0.2889,0.1287,0.6809,100,100,92,0,149000.0
APP-000484,8318.29,2820.62,2600.46,567263.07,412787.2,240,0,0,46,12416.15,1719.95,0.3391,0.7277,0.2068,0.3126,0.8585,80,75,100,0,22000.0
APP-000485,7954.7,2584.41,2314.8,540459.54,344093.25,240,1,0,22,6702.85,1433.72,0.3249,0.6367,0.1802,0.291,0.7961,60,55,92,1,44000.0
APP-000486,6005.66,388.59,1915.1,431974.19,406137.65,120,6,0,89,8832.59,3384.48,0.0647,0.9402,0.5635,0.3189,0.9471,100,75,52,1,107000.0
APP-000487,9876.96,3523.88,2632.21,842142.15,491343.97,300,2,1,68,19435.16,1637.81,0.3568,0.5834,0.1658,0.2665,0.7891,100,75,49,1,0.0
APP-000488,5775.08,1198.74,1999.46,547473.36,424616.35,240,0,0,134,3258.89,1769.23,0.2076,0.7756,0.3064,0.3462,0.8602,100,55,100,1,197000.0
APP-000489,10629.87,869.75,5519.06,743660.54,504476.03,240,0,0,30,1689.27,2101.98,0.0818,0.6784,0.1977,0.5192,0.7988,80,30,100,0,504000.0
APP-000490,11972.92,4874.1,8314.49,1013815.12,961848.12,180,1,0,74,10709.26,5343.6,0.4071,0.9487,0.4463,0.6944,1.5478,100,55,92,1,0.0
APP-000491,9672.9,4109.62,1392.36,554916.84,334363.63,120,2,1,21,4400.42,2786.36,0.4249,0.6025,0.2881,0.1439,0.8569,60,55,49,1,0.0
APP-000492,7584.0,1948.52,1622.69,635442.45,396780.29,240,4,0,50,17191.4,1653.25,0.2569,0.6244,0.218,0.214,0.6889,80,75,68,1,115000.0
APP-000493,9952.69,3177.21,2919.81,560178.71,332703.39,240,1,0,56,5923.97,1386.26,0.3192,0.5939,0.1393,0.2934,0.7519,80,55,92,1,68000.0
APP-000494,7512.25,2459.83,4075.53,673336.74,513116.57,180,0,0,16,9285.72,2850.65,0.3274,0.7621,0.3795,0.5425,1.2494,60,75,100,0,31000.0
APP-000495,11493.75,4774.6,4450.48,1261916.55,683332.12,120,1,1,96,23386.75,5694.43,0.4154,0.5415,0.4954,0.3872,1.2981,100,75,57,1,0.0
APP-000496,2639.5,849.73,802.78,178964.71,117721.43,240,1,0,82,6075.76,490.51,0.3219,0.6578,0.1858,0.3041,0.8119,100,75,92,0,16000.0
APP-000497,7426.06,253.4,3970.54,226748.82,99813.12,180,1,0,68,9933.86,554.52,0.0341,0.4402,0.0747,0.5347,0.6435,100,75,92,1,92000.0
APP-000498,2500.0,1253.43,1432.56,150336.72,112941.18,180,0,0,22,3739.67,627.45,0.5014,0.7513,0.251,0.573,1.3254,60,75,100,1,0.0
APP-000499,3715.81,1371.85,1549.48,342499.72,224327.75,240,1,0,32,872.13,934.7,0.3692,0.655,0.2515,0.417,1.0377,80,30,92,1,0.0
APP-000500,12864.36,1912.5,3723.01,1028574.75,541598.73,120,1,0,87,26638.88,4513.32,0.1487,0.5266,0.3508,0.2894,0.7889,100,75,92,1,286000.0
APP-000501,11364.59,862.03,5264.59,846439.86,728894.1,120,0,0,50,25992.76,6074.12,0.0759,0.8611,0.5345,0.4632,1.0736,80,75,100,1,374000.0
APP-000502,6197.66,1801.5,2371.7,546361.39,300500.57,120,0,0,44,123.95,2504.17,0.2907,0.55,0.4041,0.3827,1.0774,80,30,100,0,44000.0
APP-000503,3691.99,668.41,1408.26,290633.97,239366.91,300,3,0,102,10103.69,797.89,0.181,0.8236,0.2161,0.3814,0.7786,100,75,76,1,142000.0
APP-000504,2500.0,665.5,845.04,229797.63,144511.62,180,1,0,55,1298.52,802.84,0.2662,0.6289,0.3211,0.338,0.9254,80,55,92,0,35000.0
APP-000505,6760.81,2191.02,3840.12,585145.96,543134.98,240,0,0,24,11393.11,2263.06,0.3241,0.9282,0.3347,0.568,1.2268,60,75,100,1,42000.0
APP-000506,16245.33,2285.69,7472.54,1582142.38,1293308.95,300,1,0,86,19816.14,4311.03,0.1407,0.8174,0.2654,0.46,0.866,100,75,92,0,938000.0
APP-000507,9891.63,630.54,5793.65,756297.48,445424.26,240,1,0,22,10837.88,1855.93,0.0637,0.589,0.1876,0.5857,0.8371,60,75,92,0,410000.0
APP-000508,6709.37,1838.46,4252.48,578982.75,347840.83,240,1,0,50,6468.73,1449.34,0.274,0.6008,0.216,0.6338,1.1238,80,55,92,0,113000.0
APP-000509,9988.26,1451.55,4928.57,643960.01,514342.63,240,1,0,59,2563.92,2143.09,0.1453,0.7987,0.2146,0.4934,0.8533,80,30,92,1,451000.0
APP-000510,3504.93,842.77,1188.05,207399.89,142253.68,180,2,0,76,5683.06,790.3,0.2405,0.6859,0.2255,0.339,0.8049,100,75,84,0,58000.0
APP-000511,7548.57,241.06,4426.87,760305.21,530681.99,240,0,0,18,6737.55,2211.17,0.0319,0.698,0.2929,0.5865,0.9113,60,55,100,1,531000.0
APP-000512,8818.33,1628.7,4360.72,651601.1,576921.78,300,0,0,8,176.37,1923.07,0.1847,0.8854,0.2181,0.4945,0.8973,35,30,100,1,437000.0
APP-000513,8224.48,2632.6,6880.1,694868.46,432674.05,240,0,0,8,1797.01,1802.81,0.3201,0.6227,0.2192,0.8365,1.3758,35,30,100,0,59000.0
APP-000514,11030.58,3362.46,5180.14,796709.2,583086.12,240,0,0,110,220.61,2429.53,0.3048,0.7319,0.2203,0.4696,0.9947,100,30,100,0,120000.0
APP-000515,9602.86,1052.76,5105.17,570820.38,481830.41,180,0,0,16,6509.48,2676.84,0.1096,0.8441,0.2788,0.5316,0.92,60,55,100,1,415000.0
APP-000516,10638.64,600.48,4962.58,746808.2,616255.13,300,4,0,126,16879.16,2054.18,0.0564,0.8252,0.1931,0.4665,0.716,100,75,68,0,406000.0
APP-000517,6297.21,1399.28,2544.98,603574.18,422049.46,120,4,0,92,3211.54,3517.08,0.2222,0.6993,0.5585,0.4041,1.1849,100,55,68,1,66000.0
APP-000518,11373.01,3395.35,4305.75,909776.16,620869.68,240,1,0,27,23063.3,2586.96,0.2985,0.6824,0.2275,0.3786,0.9046,80,75,92,0,129000.0
APP-000519,13712.6,3794.61,6404.87,537444.49,265472.85,180,0,0,11,14298.22,1474.85,0.2767,0.494,0.1076,0.4671,0.8514,35,75,100,1,181000.0
APP-000520,5395.52,800.14,2716.04,356782.1,207892.7,240,1,0,52,4799.51,866.22,0.1483,0.5827,0.1605,0.5034,0.8122,80,55,92,1,191000.0
APP-000521,5659.37,1481.03,3422.24,577716.18,439865.41,240,0,0,36,6593.67,1832.77,0.2617,0.7614,0.3238,0.6047,1.1902,80,75,100,0,120000.0
APP-000522,12774.51,5497.25,5996.56,845054.99,593292.25,240,0,0,103,30730.86,2472.05,0.4303,0.7021,0.1935,0.4694,1.0933,100,75,100,1,0.0
APP-000523,7887.7,1961.83,2728.65,296509.53,216375.02,180,0,0,59,157.75,1202.08,0.2487,0.7297,0.1524,0.3459,0.7471,80,30,100,1,144000.0
APP-000524,12992.23,0.0,4777.29,1352164.62,1156239.98,240,2,1,50,34308.97,4817.67,0.0,0.8551,0.3708,0.3677,0.7385,80,75,49,0,530000.0
APP-000525,7083.89,1759.98,1475.79,582883.83,329707.07,180,1,0,44,14267.97,1831.71,0.2484,0.5656,0.2586,0.2083,0.7154,80,75,92,1,119000.0
APP-000526,13156.15,6659.04,9022.41,904350.42,623365.63,180,2,0,76,14873.14,3463.14,0.5062,0.6893,0.2632,0.6858,1.4552,100,75,84,0,0.0
APP-000527,8920.75,354.74,2974.29,564812.95,420521.55,240,1,0,47,19757.0,1752.17,0.0398,0.7445,0.1964,0.3334,0.5696,80,75,92,0,387000.0
APP-000528,9326.33,2090.6,5360.69,834541.98,524475.59,240,3,0,140,8018.54,2185.31,0.2242,0.6285,0.2343,0.5748,1.0333,100,55,76,0,214000.0
APP-000529,13507.1,2543.56,6270.64,813725.63,737310.3,240,3,0,15,19005.98,3072.13,0.1883,0.9061,0.2274,0.4642,0.88,60,75,76,0,398000.0
APP-000530,7342.33,1713.87,3440.6,665719.3,557950.19,120,1,0,41,4865.96,4649.58,0.2334,0.8381,0.6333,0.4686,1.3353,80,55,92,1,94000.0
APP-000531,5488.41,1356.71,2202.0,437752.86,331692.93,240,0,0,70,11085.64,1382.05,0.2472,0.7577,0.2518,0.4012,0.9002,100,75,100,0,135000.0
APP-000532,7064.59,2681.69,2076.65,525636.03,501062.62,300,1,0,64,3627.46,1670.21,0.3796,0.9533,0.2364,0.294,0.91,100,55,92,1,0.0
APP-000533,9947.47,2306.52,2636.42,722377.88,379352.13,120,0,0,140,10979.71,3161.27,0.2319,0.5251,0.3178,0.265,0.8147,100,75,100,0,141000.0
APP-000534,3489.57,1391.7,2430.68,233279.83,167727.17,240,4,0,31,6145.92,698.86,0.3988,0.719,0.2003,0.6966,1.2956,80,75,68,1,0.0
